,trip_seg,fstop,tstop,fstop_name,tstop_name,fstop_lat,fstop_lon,tstop_lat,tstop_lon
161,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
162,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
163,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
164,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
165,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
166,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
167,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
168,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
169,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
170,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
171,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
172,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
173,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
174,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
175,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
176,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
177,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
178,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
179,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
180,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
181,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
182,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
183,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
184,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
185,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
186,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
187,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
188,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
189,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
190,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
191,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
192,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
193,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
194,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
195,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
196,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
197,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
198,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
199,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
200,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
201,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
202,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
203,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
204,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
205,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
206,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
207,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
208,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
209,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
210,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
211,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
212,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
213,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
214,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
215,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
216,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
217,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
218,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
219,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
220,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
221,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
222,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
223,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
224,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
225,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
226,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
227,2,103S,104S,238 St,231 St,40.884667,-73.90087,40.878856,-73.904834
